der Felsen, -	rock	Wir sehen einige Vögel, die auf den Felsen im Meer sitzen.	We can see some birds sitting on the rocks in the sea.
inklusive	including	Das Haus kostet 200.000 Euro, inklusive der Möbel.	The house costs 200,000 euros, including the furniture.
kognitiv	cognitive	Das Kind verfügt über sehr gute kognitive Fähigkeiten.	The child has very good cognitive abilities.
seinerseits	on his part, for its/his part	Es ist ein Fehler seinerseits.	It’s a mistake on his part.
auffällig	conspicuous	Die alte Dame trägt einen auffälligen Hut mit roten Federn.	The old lady is wearing a conspicuous hat with red feathers.
die CD, -s	CD	Der Popstar veröffentlicht eine Reihe erfolgreicher CDs.	The pop star releases a series of successful CDs.
die Durchführung, -en	carrying out	Die Durchführung der Wahlen verläuft problemlos.	The carrying out of the elections is going smoothly.
der Humor, -e	humor	Ich verstehe seinen britischen Humor nicht.	I don’t understand his British humor.
psychologisch	psychological	Ihr neuer Roman ist ein psychologischer Thriller.	Her new novel is a psychological thriller.
treu	faithful	Die Band hat eine große und treue Gemeinde aus Fans in England.	The band has a large and faithful community of fans in England.
die Erziehung	upbringing, education	Ihre strenge Erziehung zerstört die emotionale Beziehung zwischen Eltern und Kind.	Their strict upbringing destroys the emotional relationship between parents and child.
wonach	what . . . for, what . . . of	Wonach suchst du?	What are you looking for?
die Datenbank, -en	database	Wir speichern alle unsere Kundendaten in einer Datenbank.	We store all our customer data in a database.
die Meldung, -en	report	Im Radio kommt eine Meldung zu einem großen Unfall.	There’s a report of a major accident on the radio.
der Premier, -s	prime minister	Ein Premier ist in vielen Ländern der Regierungschef.	A prime minister is the head of government in many countries.
die Zeichnung, -en	drawing	Auf der Zeichnung sieht man die Berge und das Meer.	The drawing shows the mountains and the sea.
der Befehl, -e	order, command	Der Soldat erfüllt den Befehl des Offiziers.	The soldier obeys the officer’s order.
der Christ, -en	Christian	Felix ist ein gläubiger Christ.	Felix is a believing Christian.
hi	hi	Hi, wie geht’s dir?	Hi, how are you?
schleppen, schleppt, schleppte, hat geschleppt	to tow, drag	Mein kleiner Sohn schleppt seinen großen Koffer ganz allein.	My little son drags his big suitcase all by himself.
der Treffer, -	hit, goal	Der Spieler erzielt zwei Treffer während des Spiels.	The player scores two goals during the game.
der Helfer, -	helper, accomplice	Der Verein ist immer auf der Suche nach freiwilligen Helfern.	The association is always looking for voluntary helpers.
der Vizepräsident, -en	vice president	Wenn der Präsident zurücktritt, übernimmt der Vizepräsident seine Stelle.	If the president resigns, the vice president takes his place.
die Haustür, -en	front door	Mein Nachbar klingelt an der Haustür.	My neighbor rings at the front door.
die Landesregierung, -en	state government	Die Landesregierung stellt für das Projekt eine Million Euro bereit.	The state government is providing one million euros for the project.
aggressiv	aggressive	Der Polizei gelingt es, den aggressiven Mann zu beruhigen.	The police manage to calm the aggressive man down.
definitiv	definite, definitive	Frau Schwarz erwartet eine definitive Entscheidung bis morgen.	Mrs. Schwarz expects a definitive decision by tomorrow.
locken, lockt, lockte, hat gelockt	to lure, tempt	Das tolle Wetter lockt die Menschen in den Park.	The great weather lures people into the park.
die Mahlzeit, -en	meal	Mein Mann kocht gerne gesunde Mahlzeiten.	My husband likes to cook healthy meals.
samt	together with, along with	Er wirft den Schrank samt Inhalt auf den Müll.	He throws the cupboard along with its contents into the trash.
vollziehen, vollzieht, vollzog, hat vollzogen	to carry out, administer, take place	In den ersten Lebensjahren eines Kindes vollziehen sich wesentliche körperliche und geistige Entwicklungsschritte.	In the first years of a child’s life, essential physical and mental development steps take place.
die Wiederholung, -en	repetition	Die Wiederholung des Experiments bringt ein anderes Ergebnis.	The repetition of the experiment brings a different result.
aufbringen, bringt auf, brachte auf, hat aufgebracht	to raise, find	Die Schule bringt Mittel auf, um neue Bücher zu kaufen.	The school is raising funds to buy new books.
einigermaßen	somewhat, fairly, reasonably	Es geht Opa einigermaßen gut, aber er ist immer noch im Krankenhaus.	Grandpa’s doing reasonably well, but he’s still in the hospital.
die Mitteilung, -en	communication, announcement	Wir erhalten eine wichtige Mitteilung von unserem Chef.	We’re receiving an important announcement from our boss.
das Praktikum, die Praktika	internship	Mein Praktikum hilft mir, praktische Fähigkeiten zu gewinnen.	My internship helps me to gain practical skills.
verzeichnen, verzeichnet, verzeichnete, hat verzeichnet	to list, record	Das Unternehmen verzeichnet einen kontinuierlichen Anstieg des Gewinns.	The company records a continuous increase in profits.
die Vorsicht	caution	Vorsicht beim Verzehr von selbst gesammelten Pilzen!	Be careful when eating privately collected mushrooms!
die Auskunft, -̈e	information	Der Mann an der Kasse gibt mir Auskunft über die Veranstaltungen.	The man at the checkout gives me information about the events.
der Bezirk, -e	district	Sein Büro ist im westlichen Bezirk der Stadt.	His office is in the western district of the city.
der Bogen, -	bow, arc, sheet	Der Ball fliegt im hohen Bogen und landet im See.	The ball flies in a high arc and lands in the lake.
die Entdeckung, -en	discovery	Marie Curies Erfolg war die Entdeckung des chemischen Elements Radium.	Marie Curie’s success was the discovery of the chemical element radium.
Ferien	school break, vacation	Im Sommer haben die Kinder sechs Wochen Ferien.	In the summer the children have six weeks of vacation.
der General, -e	general	Er ist kein normaler Soldat, sondern ein General.	He’s not a regular soldier, he’s a general.
die Messe, -n	(trade) fair, mass	Jedes Jahr gibt es in Leipzig eine große Messe für Bücher.	Every year there is a large book fair in Leipzig.
südlich	southern	Zimbabwe und Zambia sind Länder des südlichen Afrika.	Zimbabwe and Zambia are countries of southern Africa.
anordnen, ordnet an, ordnete an, hat angeordnet	to order, arrange	Der Chef ordnet an, dass seine Kollegen um acht Uhr im Büro sein müssen.	The boss orders his colleagues to be at the office at eight o’clock.
bevorstehen, steht bevor, stand bevor, hat bevorgestanden	to lie ahead, be imminent	Nach dem Tod der Mutter stehen der Familie schwierige Zeiten bevor.	After the mother’s death, difficult times lie ahead for the family.
der Chemiker, -	chemist	Die Chemikerin arbeitet mit gefährlichen Substanzen.	The chemist works with dangerous substances.
die Erscheinung, -en	phenomenon, appearance	Er legt Wert auf seine äußere Erscheinung.	He attaches great importance to his appearance.
herunter	down	Von den Bergen herunter weht ein kalter Wind.	A cold wind blows down from the mountains.
hinterher	after, afterwards	Sie gehen in ein Restaurant und hinterher zum Konzert.	They go to a restaurant and afterwards to the concert.
kostenlos	free (of charge)	Das Hotel bietet kostenloses Internet.	The hotel offers free internet.
die Maus, -̈e	mouse	Eine Maus ist ein kleines Tier.	A mouse is a small animal.
die Unabhängigkeit, -en	independence	In den sechziger Jahren erklärten viele afrikanische Staaten ihre Unabhängigkeit.	In the 1960s many African states declared independence.
die Vene, -n	vein	Das Blut fließt durch die Venen zum Herzen.	Blood flows through the veins to the heart.
der Bestand, -̈e	continuation, stock, supply	Gemeinsam versuchen sie, den Bestand der Firma zu sichern.	Together they try to secure the continuation of the company.
einzigartig	unique	Jeder Mensch hat ein einzigartiges Gesicht.	Every human being has a unique face.
die Kohle, -n	coal	Kohle erzeugt Energie, wenn man sie verbrennt.	Coal produces energy when burned.
reell	real	Sie hat keine reelle Chance zu gewinnen.	She has no real chance of winning.
reiten, reitet, ritt, ist geritten	to ride	Mein Bruder hat ein Pferd und reitet sehr gut.	My brother has a horse and rides very well.
das Smartphone, -s	smartphone	Smartphones sind wie kleine Computer, die man in die Tasche stecken kann.	Smartphones are like small computers you can put in your pocket.
die Werkstatt, -̈en	workshop, garage	Sie stellen Tische und Stühle aus Holz in ihrer Werkstatt her.	They produce wooden tables and chairs in their workshop.
die Kälte	cold	Wasser gefriert bei dieser Kälte.	Water freezes in this cold.
das Kloster, -̈	monastery, convent	In einem Kloster lebt eine christliche Gemeinschaft, die dort ihren Glauben ausübt.	In a monastery lives a Christian community that practices its faith there.
die Laune, -n	mood	Wenn sie gute Laune hat, singt und lacht sie die ganze Zeit.	When she’s in a good mood, she sings and laughs all the time.
nachfragen, fragt nach, fragte nach, hat nachgefragt	to ask (sb), inquire	Sie fragt im Hotel nach, ob sie noch freie Zimmer haben.	She’s at the hotel asking if they have any rooms.
die Toilette, -n	toilet	In der Stadt gibt es mehrere öffentliche Toiletten.	There are a number of public toilets in the city.
das Unglück, -e	misfortune, disaster	Der Unfall ist ein großes Unglück für die Familie.	The accident constitutes a great misfortune for the family.
verlegen, verlegt, verlegte, hat verlegt	to misplace, postpone	Ich weiß oft nicht, wo mein Handy ist, weil ich es ständig verlege.	I often don’t know where my cell phone is because I keep misplacing it.
die Eröffnung, -en	opening	Jeder Kunde bekommt ein Geschenk bei der Eröffnung des Geschäfts.	Every customer receives a gift at the shop opening.
die Fragestellung, -en	problem, question	Der Schüler versteht die Fragestellung nicht.	The student doesn’t understand the question.
der Grieche, -n	Greek	Er ist ein Grieche aus Athen.	He’s a Greek from Athens.
industriell	industrial	Die industrielle Revolution hat das Leben der Menschen radikal verändert.	The industrial revolution radically changed people’s lives.
der Sex	sex	Sie hat Sex und wird schwanger.	She has sex and gets pregnant.
wovon	from what, about what	Wovon reden sie?	What are they talking about?
absurd	absurd	Sie bezahlt eine absurde Menge Geld für das Auto.	She pays an absurd amount of money for the car.
die Miete, -n	rent	Jeden Monat müssen sie die Miete für ihre Wohnung bezahlen.	Every month they have to pay the rent for their apartment.
der Apfel, -Ä	apple	An dem Baum hängen viele rote Äpfel.	There are a lot of red apples on that tree.
autonom	autonomous	Die Insel ist eine autonome Region und hat ein eigenes Parlament.	The island is an autonomous region and has its own parliament.
blond	blond	Seine Haare sind nicht braun, sondern blond.	His hair isn’t brown, it’s blond.
anstrengend	exhausting	Er erholt sich von der anstrengenden Arbeit.	He’s recovering from his exhausting work.
der Bär, -en	bear	Ein Bär ist ein großes braunes Tier, das in kalten Regionen lebt.	A bear is a large brown animal that lives in cold regions.
hinzu	in addition	Nach der Operation hat sie starke Schmerzen und hinzu kommt, dass sie Fieber hat.	After the operation, she’s in a lot of pain and, in addition, she has a fever.
lateinisch	Latin	Viele medizinische Begriffe sind lateinisch.	Many medical terms are Latin.
das Menschenrecht, -e	human right	Menschenrechte sind die grundlegenden Rechte, die jede Person haben sollte.	Human rights are the fundamental rights that every person should have.
mühsam	strenuous, laborious	Es ist mühsam, alle Fenster im Haus zu putzen.	It’s strenuous to clean all the windows in the house.
präzise	precise	Der Artikel enthält präzise Informationen über sein privates Leben.	The article contains precise information about his private life.
der Wahnsinn	madness, insanity, lunacy	Wenn sie die Arbeit allein schaffen will, dann ist das absoluter Wahnsinn.	If she wants to do the job on her own, it would be absolute madness.
der Anruf, -e	call	Jede Woche bekommt Tom einen Anruf von seinen Eltern.	Every week Tom gets a call from his parents.
feststehen, steht fest, stand fest, hat festgestanden	to be certain, fixed, firm	Es steht heute schon fest, dass wir nächstes Jahr nach Frankreich ziehen.	It is already certain that we will move to France next year.
der Sieger, -	winner	Der Sieger des Wettkampfes erhält ein Geschenk.	The winner of the competition receives a gift.
die Unterkunft, -̈e	accommodation	Sie sucht nach einer günstigen Unterkunft im Zentrum.	She is looking for cheap accommodations in the center.
die Verknüpfung, -en	combination, link	Das Seminar ist eine gute Verknüpfung von Theorie und Praxis.	The seminar is a good combination of theory and practice.
düster	gloomy	Er sitzt in einem düsteren Zimmer ohne Licht.	He’s sitting in a gloomy room with no light.
freisetzen, setzt frei, setzte frei, hat freigesetzt	to release	Wenn man Stress hat, werden viele Hormone freigesetzt.	When you’re under stress, a lot of hormones are released.
der Kompromiss, -e	compromise	Beide haben unterschiedliche Wünsche, aber einigen sich auf einen Kompromiss.	Both have different wishes, but agree on a compromise.
der Maßstab, -̈e	scale, yardstick, standard	Die Karte zeigt das Land im Maßstab 1: 10000.	The map shows the country on a scale of 1: 10,000.
skizzieren, skizziert, skizzierte, hat skizziert	to outline, sketch	Bevor der Architekt das Modell für das neue Gebäude entwirft, skizziert er es grob.	Before the architect designs the model for the new building, he sketches it roughly.
starr	stiff, rigid, paralyzed	Seine Hände sind starr vor Kälte.	His hands are frozen stiff.
der Vorhang, -̈e	curtain	Sie zieht die Vorhänge vor das Fenster.	She pulls the curtains in front of the window.
die Währung, -en	currency	Der Euro ist die Währung in vielen europäischen Ländern.	The euro is the currency in many European countries.
die Wüste, -n	desert	In der Wüste ist es sehr heiß und das Wasser ist knapp.	In the desert it is very hot and water is scarce.
berufen, beruft, berief, hat berufen	to appoint	Mit 35 Jahren wird sie zur Professorin für deutsche Geschichte berufen.	At the age of 35 she is appointed professor of German history.
eingreifen, greift ein, griff ein, hat eingegriffen	to intervene	Die Lehrerin greift ein, um einen Streit zu verhindern.	The teacher intervenes to prevent a fight.
die Tasse, -n	cup	Ich nehme eine Tasse Tee.	I’ll have a cup of tea.
die Flamme, -n	flame	Gas brennt mit blauer Flamme.	Gas burns with a blue flame.
der Frühling, -e	spring	Im März beginnt der Frühling und es wird wärmer.	In March spring begins and it gets warmer.
langjährig	long-standing	Nach sieben Jahren beendet sie die langjährige Beziehung.	After seven years, she ends the long-standing relationship.
das Maximum, die Maxima	maximum	Stefanie rennt extrem schnell, aber sie hat ihr Maximum noch nicht erreicht.	Stefanie runs extremely fast, but she hasn’t reached her maximum yet.
das Militär	military	Das Militär benötigt neue Waffen und Flugzeuge.	The military needs new weapons and planes.
oftmals	frequently	Marlene ist schon elf Jahre alt und bleibt oftmals abends allein zu Hause.	Marlene is already eleven years old and frequently stays home alone.
der Papst, -̈e	pope	Papst ist der höchste Titel der katholischen Kirche.	Pope is the highest title in the Catholic Church.
der Profi, -s	pro, professional	Thomas Müller ist ein Profi im Fußball.	Thomas Müller is a professional soccer player.
die Aufregung, -en	excitement	Vor dem Konzert spüren sie, wie die Aufregung steigt.	Before the concert they feel the excitement rising.
aufsagen, sagt auf, sagte auf, hat aufgesagt	to recite, refuse to serve	In der Schule müssen alle Kinder ein Gedicht aufsagen.	At school, all children have to recite a poem.
bergen, birgt, barg, hat geborgen	to rescue, hide	Sie bergen den verletzten Mann aus dem Wald.	They’re rescuing the wounded man from the forest.
erwachen, erwacht, erwachte, ist erwacht	to wake up	Morgen erwacht er vermutlich mit starken Kopfschmerzen.	He’ll probably wake up tomorrow with a bad headache.
der Nebel, -	fog	Durch den dichten Nebel kann man kaum etwas sehen.	Because of the dense fog you can hardly see anything.
der Terroranschlag, -̈e	terrorist attack	Zehn Menschen sterben bei einem Terroranschlag in Kabul.	Ten people die in a terrorist attack in Kabul.
andeuten, deutet an, deutete an, hat angedeutet	to suggest, indicate	Maria deutet vorsichtig an, dass sie und Marcel im nächsten Jahr vielleicht heiraten.	Maria cautiously suggests that she and Marcel may get married next year.
deutschsprachig	German-speaking	Auch die Schweiz und Österreich gehören zu den deutschsprachigen Ländern.	Switzerland and Austria are also German- speaking countries.
der Embryo, -ne	embryo	In der sechsten Woche beginnt das Herz eines menschlichen Embryos zu schlagen.	In the sixth week the heart of a human embryo begins to beat.
die Muskulatur, -en	musculature	Nach dem Unfall muss sie viel Sport machen, um ihre Muskulatur zu stärken.	After the accident she has to do a lot of sports to strengthen her musculature.
der Rückstand, -̈e	backlog, deficit	Die Mannschaft verliert das Spiel mit einem Rückstand von zwei Punkten.	The team loses the game with a deficit of two points.
entfalten, entfaltet, entfaltete, hat entfaltet	to unfold, develop	Jeder Schüler und jede Schülerin soll sich an der Schule frei entfalten können.	Every student should be able to develop freely at school.
der Ermittler, -	investigator	Sie ist die zuständige Ermittlerin in diesem Fall.	She’s the investigator in charge of this case.
hässlich	ugly	Ihre Schwester mag das Kleid, aber Anna findet es hässlich.	Her sister likes the dress, but Anna thinks it’s ugly.
die Hypothese, -n	hypothesis	Die Hypothese ist widerlegt.	The hypothesis is refuted.
unverändert	unchanged	Die Wohnung meiner Großeltern ist seit 30 Jahren unverändert.	The apartment of my grandparents has been unchanged for 30 years.
woran	on what, of what	Woran arbeitest du?	What are you working on?
demnächst	shortly	Demnächst öffnet hier ein neuer Supermarkt.	A new supermarket will open here shortly.
einschlagen, schlägt ein, schlug ein, hat eingeschlagen	to hammer in, smash, take	Der Mann schlägt ein Fenster ein, um in das Haus zu gelangen.	The man smashes a window to get into the house.
der Rock, -̈e	skirt, rock music	In England tragen die Schülerinnen Röcke und die Schüler Hosen.	In England the female students wear skirts and the male students wear trousers.
die Übernahme, -n	takeover	Die Chefs organisieren die Übernahme des Konzerns durch eine große Firma.	The heads organize the takeover of the group by a large company.
akademisch	academic	Alle Kandidaten haben sehr gute akademische Qualifikationen.	All candidates have very good academic qualifications.
aufwendig	extravagant, costly	Die Schauspieler tragen aufwendige Kleider.	The actors wear costly dresses.
die Kapazität, -en	capacity	Die Halle hat eine Kapazität von 500 Plätzen.	The hall has a capacity of 500 seats.
der Regierungschef, -s	head of government	Sie strebt das Amt des Regierungschefs an.	She is striving for the office of head of government.
der Rohstoff, -e	raw material	Das Land exportiert Rohstoffe wie Kupfer.	The country exports raw materials such as copper.
beten, betet, betete, hat gebetet	to pray	Lasst uns für die Opfer dieser schweren Katastrophe beten!	Let us pray for the victims of this great disaster!
der Fokus, -se	focus	Das Thema Bildung steht im Fokus der öffentlichen Debatte.	The topic of education is the focus of public debate.
hocken, hockt, hockte, hat gehockt	to squat, crouch	Wenn ich mich hocke, tun meine Knie weh.	When I squat, my knees hurt.
das Informationssystem, -e	information system	Mehrere Personen können gleichzeitig auf das Informationssystem zugreifen.	Multiple people can access the information system simultaneously.
liberal	liberal	Er ist liberal eingestellt.	He has liberal views.
musikalisch	musical	Die musikalische Leitung hat Jonathan Michels.	The musical director is Jonathan Michels.
der Pfarrer, -	pastor	Er ist Pfarrer der örtlichen Kirche.	He’s a pastor of the local church.
die Provinz, -en	province	Sie stammt aus der Provinz Quebec.	She comes from the province of Quebec.
die Trauer	grief	Die Trauer über den Tod meines Großvaters ist sehr groß.	The grief about my grandfather’s death is very great.
der Aufsichtsrat, -̈e	supervisory board	Der Aufsichtsrat kontrolliert als Gremium bestimmte Organisationen.	As a committee, the supervisory board monitors certain organizations.
das Gerücht, -e	rumor	Es geht das Gerücht um, dass sie schwanger ist.	There’s a rumor she’s pregnant.
kriechen, kriecht, kroch, ist gekrochen	to crawl	Unsere Katze kriecht unter das Sofa, wenn sie Angst hat.	Our cat crawls under the sofa when it’s afraid.
das Sofa, -s	sofa, couch	Meine Eltern kaufen ein neues Sofa für das Wohnzimmer.	My parents are buying a new couch for the living room.
der Urlauber, -	vacationer	Für Urlauber mit Flugangst empfehlen sich Plätze in den vorderen Reihen der Maschine.	For vacationers with fear of flying we recommend seats in the front rows of the airplane.
abwenden, wendet ab, wendete ab, hat abgewendet	to turn away, avert	Neue Maßnahmen zum Schutz können eine Katastrophe abwenden.	New protection procedures may avert a disaster.
die Aufführung, -en	performance	Die Eltern sitzen bei der Aufführung ihrer Tochter in der ersten Reihe.	The parents sit in the front row at their daughter’s performance.
das Huhn, -̈er	hen, chicken	Das Huhn legt jeden Tag ein Ei.	The hen lays an egg every day.
die Relation, -en	proportion, relation	In Relation zu anderen kulturellen Einrichtungen ist die Oper sehr teuer.	In relation to other cultural institutions, opera is very expensive.
die Steigerung, -en	increase	Die Steigerung der Verkäufe ist der Schwerpunkt der Besprechung.	The increase in sales is the focus of the meeting.
der Vorfall, -̈e	incident	Sie müssen den Vorfall der Polizei melden.	You must report the incident to the police.
das Vorfeld, -er	advance	Wir sehen uns das im Vorfeld sehr genau an.	We have a very close look at this in advance.
die Ankunft, -̈e	arrival	Hunderte Fans versammelten sich am Flughafen und erwarteten die Ankunft des Stars.	Hundreds of fans gathered at the airport and awaited the arrival of the star.
die Auflösung, -en	dissolving, dissolution, breaking up	Nach der Auflösung der Regierung werden neue Wahlen abgehalten.	After the dissolution of the government, new elections will be held.
ausweichen, weicht aus, wich aus, ist ausgewichen	to make way, evade, avoid	Felix ist ein friedlicher Junge, der Konfrontationen ausweicht.	Felix is a peaceful boy who avoids confrontation.
das Paket, -e	parcel, package	Ich hole das Paket bei der Post ab.	I’ll pick up the package at the post office.
putzen, putzt, putzte, hat geputzt	to clean	Meine Fenster sind schmutzig, ich muss sie putzen.	My windows are dirty; I need to clean them.
variabel	variable	Die Höhe des Tisches ist variabel.	The height of the table is variable.
zuführen, führt zu, führte zu, hat zugeführt	to lead to sth, supply	Wasser muss man Energie zuführen, um es zum Kochen zu bringen.	You have to supply water with energy to make it boil.
die Akademie, -n	academy	Die Jury der Akademie entscheidet sich für einen Kandidaten.	The academy’s jury decides on a candidate.
der Ausgangspunkt, -e	starting point	Ausgangspunkt für die Stadtführung ist der Marktplatz.	The starting point for the city tour is in the marketplace.
der Berater, -	advisor, consultant	Sie arbeitet als Beraterin für den Präsidenten.	She works as an advisor to the president.
erregen, erregt, erregte, hat erregt	to arouse, attract, excite	Es ist ein Thema, das viel Aufmerksamkeit erregt.	It is a subject that attracts a lot of attention.
letztendlich	ultimately	Letztendlich hängt alles von dem Meeting mit den Geschäftsführern nächste Woche ab.	Ultimately, it all depends on the meeting with the CEOs next week.
proportional	proportional	Das Glück einer Person ist nicht proportional zu ihrem Einkommen.	A person’s happiness is not proportional to their income.
die Frist, -en	time period, deadline	Die Frist für die Anmeldung zum Wettbewerb läuft nächste Woche ab.	The deadline for registration for the competition is next week.
operativ	operative	Bei dieser Krankheit ist ein operativer Eingriff notwendig.	For this disease an operative intervention is necessary.
der Proband, -en	subject, test person	Sie suchen nach Probanden für die Studie.	They’re looking for subjects for the study.
die Qualifikation, -en	qualification	Martha hat gute Qualifikationen und bekommt den Job.	Martha has good qualifications and gets the job.
die Schlange, -n	snake, line	An der Kasse ist eine lange Schlange.	There’s a long line at the cash register.
schräg	diagonal, at an angle	Nach der Kurve musst du schräg links fahren.	After the bend, turn left diagonally.
verehrt	venerated, honored	Meine sehr verehrten Damen und Herren, darf ich Ihnen die Bundeskanzlerin vorstellen?	Honored ladies and gentlemen, may I present the German chancellor?
wieviel	how much	Wieviel bezahlst du für die Reise?	How much are you paying for the trip?
Belgien	Belgium	Mona bringt ihrer Schwester Schokolade aus Belgien mit.	Mona brings her sister chocolate from Belgium.
die Einleitung, -en	introduction	Einleitung und Schluss eines Textes sollen relativ kurz sein.	The introduction and conclusion of a text should be relatively short.
gefangen	captive, captured, caught	Das gefangene Tier wird aus dem Netz befreit.	The captured animal is released from the net.
das Hobby, -s	hobby	Lesen, schwimmen und klettern sind ihre Hobbys.	Reading, swimming, and climbing are her hobbies.
das Möbel, -	(piece of) furniture	Nach dem Umzug müssen sie sich neue Möbel kaufen.	After the move they have to buy new furniture.
nerven, nervt, nervte, hat genervt	to annoy	Paul und Johann nerven oft ihre große Schwester.	Paul and Johann often annoy their older sister.
restlich	remaining	Die restlichen Aufgaben erledige ich morgen.	I’ll do the remaining tasks tomorrow.
die Sanktion, -en	sanction	Die EU verhängt erneut wirtschaftliche Sanktionen über das Land.	The EU again imposes economic sanctions on the country.
täuschen, täuscht, täuschte, hat getäuscht	to deceive, be mistaken	Der erste Eindruck von ihm täuscht, eigentlich ist er ein netter Junge.	The first impression of him deceives, he’s actually a nice boy.
die Zone, -n	zone	Diese Zone ist für Autos gesperrt.	This zone is closed to cars.
die Architektur, -en	architecture	Sie studiert Architektur und entwirft nun ihr erstes Gebäude.	She is studying architecture and is now designing her first building.
die Biologie	biology	Die Biologie beschäftigt sich mit lebenden Organismen.	Biology deals with living organisms.
einmalig	unique, fantastic	Die Geburt seiner Tochter ist ein einmaliges Erlebnis.	The birth of his daughter is a unique experience.
irgend	some	Irgend so ein Stephan will dich sprechen.	Some Stephan wants to see you.
der Kreislauf, -̈e	circulation	Sport am Morgen ist gut für den Kreislauf.	Morning exercise is good for your circulation.
das Lösungsmittel, -	solvent	Die Farben sind frei von Lösungsmitteln.	These paints are free of solvents.
der PC, -s	computer	Durch das häufige Arbeiten am PC bekommt er Schmerzen im Rücken.	Because of the frequent work on the computer he gets pain in his back.
das Protokoll, -e	minutes, record	Die Polizei hält jede Aussage im Protokoll fest.	The police are keeping a record of every statement.
unsichtbar	invisible	Viren sind für das menschliche Auge unsichtbar.	Viruses are invisible to the human eye.
verdrängen, verdrängt, verdrängte, hat verdrängt	to drive out, suppress	Viele Menschen verdrängen die Erinnerungen an den Krieg.	Many people suppress the memories of the war.
vorläufig	temporary	Wir brauchen einen vorläufigen Plan, bis wir eine dauerhafte Lösung finden.	We need a temporary plan until we find a lasting solution.
weichen, weicht, wich, ist gewichen	to soak, give way, yield	Sie mussten dem Krankenwagen weichen.	They had to yield to the ambulance.
akut	acute, urgent	Mit einer akuten Verletzung musst du unbedingt zum Arzt gehen.	If you have an acute injury, you must see a doctor.
das Album, -en	album	Die Sängerin veröffentlicht ein neues Album.	The singer releases a new album.
chronisch	chronic	Chronische Schmerzen gehen meist nicht mehr weg.	Chronic pain usually does not go away.
die Justiz	judiciary	Die Unabhängigkeit der Justiz ist wichtig in einer Demokratie.	The independence of the judiciary is important in a democracy.
das Abenteuer, -	adventure	Kinder hören gern Geschichten von aufregenden Abenteuern.	Children love to hear stories of exciting adventures.
erforschen, erforscht, erforschte, hat erforscht	to explore, investigate	Stephen Hawking erforscht die Entstehung des Universums.	Stephen Hawking explores the origin of the universe.
der Flügel, -	wing	Der Vogel hat sehr schöne bunte Flügel.	The bird has very nice colorful wings.
der Teppich, -e	carpet	Die Stars präsentieren sich auf dem roten Teppich.	The stars present themselves on the red carpet.
touristisch	touristic	Die Küste ist eine touristische Region, aber der Rest des Landes wird nur selten von Touristen besucht.	The coast is a touristic region, but the rest of the country is rarely visited by tourists.
werten, wertet, wertete, hat gewertet	to rate, judge	Die Presse wertet das Abkommen als großen Erfolg.	The press rates the agreement as a great success.
geographisch	geographic	Die geographische Lage der Insel ist südlich von Indien.	The geographic location of the island is south of India.
der Hang, -̈e	slope, inclination	Der Wein wächst am Hang, damit er viel Sonne bekommt.	The wine grows on a slope, so that it gets a lot of sun.
Ägypten	Egypt	Die Hauptstadt von Ägypten ist Kairo.	The capital of Egypt is Cairo.
der Applaus, -e	applause	Die Ministerin erhält Applaus für ihre Rede.	The minister receives applause for her speech.
die Ausprägung, -en	shaping, markedness	Das Umfeld spielt in der Jugend eine große Rolle bei der Ausprägung des Charakters.	The environment plays an important role in the shaping of the character in youth.
der Block, -̈e	block	Jeden Abend rennt er eine Runde um den Block.	Every evening he runs a round around the block.
tauschen, tauscht, tauschte, hat getauscht	to exchange, change, swap, switch	Karla und Paul tauschen ihre Plätze im Kino, damit Klara besser sehen kann.	Karla and Paul switch places in the cinema so that Klara can see better.
das Budget, -s	budget	Die Firma verfügt über ein jährliches Budget von 20 Millionen Euro.	The company has an annual budget of 20 million euros.
das Gemüse, -	vegetables	Gemüse ist gesund, weil es viel Vitamine enthält.	Vegetables are healthy because they contain a lot of vitamins.
gültig	valid	Mein Pass ist noch drei Jahre gültig.	My passport is still valid for three years.
jegliche (r, s)	any	Jeglicher Kontakt mit den Bakterien macht dich krank.	Any contact with the bacteria will make you sick.
mitbekommen, bekommt mit, bekam mit, hat mitbekommen	to notice, catch, get	Sie arbeitet so konzentriert, dass sie den Streit hinter sich nicht mitbekommt.	She’s so focused that she doesn’t notice the fight behind her.
der Skandal, -e	scandal	Die Presse freut sich über den Skandal und berichtet über jedes Detail.	The press is pleased with the scandal and reports on every detail.
weggehen, geht weg, ging weg, ist weggegangen	to leave, go away	Viele Leute gehen nach dem Abitur weg, um in einer anderen Stadt zu studieren.	Many people go away after graduation to study in another city.
die Abgabe, -n	delivery, handing in	Die Abgabe des Textes ist noch bis nächste Woche möglich.	The handing in of the text is still possible until next week.
blühen, blüht, blühte, hat geblüht	to bloom	Der Apfelbaum blüht mit weißen Blüten.	The apple tree blooms with white flowers.
israelisch	Israeli	Tel Aviv ist eine israelische Stadt.	Tel Aviv is an Israeli city.
der Nachweis, -e	proof, evidence, certificate	Wir benötigen einen Nachweis darüber, dass sie im Moment studieren.	We need proof that you are currently studying.
die Steuerung, -en	control, steering	Die Steuerung der Maschine erfordert viel Übung.	The control of the machine requires a lot of practice.
